fecha,tipo_movimiento,estado,remito,variedad,lote,cantidad_kg,origen,destino,cliente,observaciones,hoja_origen,fila_origen,movement_number
2026-04-07,INBOUND,CONFIRMED,40,Ludmilla,LUDMILLA-16-B,16858.000,,Trevelin,,F61/G61 | Transporte: el salvador,Ingreso  Trevelin,61,XLS-INGRESO-TREVELIN-40-R61
2026-04-07,INBOUND,CONFIRMED,40,Ludmilla,LUDMILLA-16-A,429.000,,Trevelin,,F62/G62 | Transporte: el salvador,Ingreso  Trevelin,62,XLS-INGRESO-TREVELIN-40-R62
2026-04-07,INBOUND,CONFIRMED,40,7 Four 7,7-FOUR-7-17,1074.000,,Trevelin,,F63/G63 | Transporte: el salvador,Ingreso  Trevelin,63,XLS-INGRESO-TREVELIN-40-R63
2026-04-07,INBOUND,CONFIRMED,43,Sagitta,SAGITTA-40-B,26415.000,,Trevelin,,F66/G66 | Transporte: di carpo,Ingreso  Trevelin,66,XLS-INGRESO-TREVELIN-43-R66
2026-04-07,INBOUND,CONFIRMED,43,Tilbury,TILBURY-47-B,4043.000,,Trevelin,,F67/G67 | Transporte: di carpo,Ingreso  Trevelin,67,XLS-INGRESO-TREVELIN-43-R67
2026-04-07,INBOUND,CONFIRMED,43,Agata,AGATA-22,5499.000,,Trevelin,,F68/G68 | Transporte: di carpo,Ingreso  Trevelin,68,XLS-INGRESO-TREVELIN-43-R68
2026-04-07,DISPATCH,CONFIRMED,1110,Asterix,ASTERIX-811,7369.000,Dospanca,,,Retiro de frío. bolsa verde-hilo amarillo | Transporte: fran cambronera,Ret Frio,6,XLS-RET-FRIO-1110-R6
2026-04-07,DISPATCH,CONFIRMED,1110,Asterix,ASTERIX-810,15040.000,Dospanca,,,Retiro de frío. bolsa verde-hilo verde | Transporte: fran cambronera,Ret Frio,7,XLS-RET-FRIO-1110-R7
2026-04-08,INBOUND,CONFIRMED,42,Agata,AGATA-22,29185.000,,Trevelin,,F64/G64 | Transporte: winter nelson,Ingreso  Trevelin,64,XLS-INGRESO-TREVELIN-42-R64
2026-04-08,INBOUND,CONFIRMED,42,Tilbury,TILBURY-47-B,5369.000,,Trevelin,,F65/G65 | Transporte: winter nelson,Ingreso  Trevelin,65,XLS-INGRESO-TREVELIN-42-R65
2026-04-10,DISPATCH,CONFIRMED,1111,Agata,AGATA-225,28780.000,Dospanca,,,Retiro de frío. bolsa blanca y roja hilo amarillo | Transporte: cerone(sotelol),Ret Frio,8,XLS-RET-FRIO-1111-R8
2026-04-11,INBOUND,CONFIRMED,1013,Agata,AGATA-230,4347.000,,Galpón,,bolsa blanva dtv 13534780-9 | Transporte: Camillo Gastón,De campo a Frío,17,XLS-DE-CAMPO-A-FRIO-1013-R17
2026-04-11,INBOUND,CONFIRMED,1013,Spunta,SPUNTA-310,5532.000,,Galpón,,bolsa marron idem dtv | Transporte: serantes-vera,De campo a Frío,18,XLS-DE-CAMPO-A-FRIO-1013-R18
2026-04-11,INBOUND,CONFIRMED,1013,Spunta,SPUNTA-310,24700.000,,Dospanca,,bolsa marron idem dtv | Transporte: serantes-vera,De campo a Frío,19,XLS-DE-CAMPO-A-FRIO-1013-R19
2026-04-13,INBOUND,CONFIRMED,1014,Spunta,SPUNTA-310,33620.000,,Dospanca,,bolsa marron  dtv 13534848-1 | Transporte: Camillo Gastón,De campo a Frío,20,XLS-DE-CAMPO-A-FRIO-1014-R20
2026-04-13,INBOUND,CONFIRMED,1015,Spunta,SPUNTA-310,33420.000,,Dospanca,,bolsa marron dtv 13536115-1 | Transporte: serantes-vera,De campo a Frío,21,XLS-DE-CAMPO-A-FRIO-1015-R21
2026-04-13,INBOUND,CONFIRMED,840,Atlantic,ATLANTIC-419,24310.000,,Dospanca,,bolsa roja-hilo negro | Transporte: cerone(raphael),Env a Frio,28,XLS-ENV-A-FRIO-840-R28
2026-04-13,INBOUND,CONFIRMED,840,Spunta,SPUNTA-300,7747.000,,Dospanca,,bolsa blanca-hilo blanco | Transporte: cerone(raphael),Env a Frio,29,XLS-ENV-A-FRIO-840-R29
2026-04-14,INBOUND,CONFIRMED,841,Spunta,SPUNTA-300,18745.000,,Cecive,,bolsa blanca-hilo blanco | Transporte: fran cambronera,Env a Frio,30,XLS-ENV-A-FRIO-841-R30
2026-04-14,INBOUND,CONFIRMED,841,Spunta,SPUNTA-302,11277.000,,Cecive,,bolsa roja-hilo verde claro | Transporte: fran cambronera,Env a Frio,31,XLS-ENV-A-FRIO-841-R31
2026-04-14,INBOUND,CONFIRMED,842,Spunta,SPUNTA-302,14934.000,,Cecive,,bolsa roja-hilo verde claro | Transporte: cerone(sotelo),Env a Frio,32,XLS-ENV-A-FRIO-842-R32
2026-04-14,INBOUND,CONFIRMED,842,Atlantic,ATLANTIC-419,12676.000,,Cecive,,bolsa roja-hilo negro | Transporte: cerone(sotelo),Env a Frio,33,XLS-ENV-A-FRIO-842-R33
2026-04-14,INBOUND,CONFIRMED,842,Atlantic,ATLANTIC-416,3541.000,,Cecive,,bolsa roja-hilo celeste | Transporte: cerone(sotelo),Env a Frio,34,XLS-ENV-A-FRIO-842-R34
2026-04-14,INBOUND,CONFIRMED,44,Agata,AGATA-22,32130.000,,Trevelin,,F69/G69 | Transporte: s.garcia(verdicchio),Ingreso  Trevelin,69,XLS-INGRESO-TREVELIN-44-R69
2026-04-14,INBOUND,CONFIRMED,44,Orchestra,ORCHESTRA-31-B,3851.000,,Trevelin,,F70/G70 | Transporte: s.garcia(verdicchio),Ingreso  Trevelin,70,XLS-INGRESO-TREVELIN-44-R70
2026-04-14,INBOUND,CONFIRMED,45,Yona,YONA-55-B,6457.000,,Trevelin,,F71/G71 | Transporte: s.garcia(sergio ),Ingreso  Trevelin,71,XLS-INGRESO-TREVELIN-45-R71
2026-04-14,INBOUND,CONFIRMED,45,Lady Anna,LADY-ANNA-37-B,1102.000,,Trevelin,,F72/G72 | Transporte: s.garcia(sergio ),Ingreso  Trevelin,72,XLS-INGRESO-TREVELIN-45-R72
2026-04-14,INBOUND,CONFIRMED,45,Sunred,SUNRED-45-B,2572.000,,Trevelin,,F73/G73 | Transporte: s.garcia(sergio ),Ingreso  Trevelin,73,XLS-INGRESO-TREVELIN-45-R73
2026-04-14,INBOUND,CONFIRMED,45,Lady Jane,LADY-JANE-39-B,840.000,,Trevelin,,F74/G74 | Transporte: s.garcia (sergio),Ingreso  Trevelin,74,XLS-INGRESO-TREVELIN-45-R74
2026-04-14,INBOUND,CONFIRMED,45,Memphis,MEMPHIS-46-B,3307.000,,Trevelin,,F75/G75 | Transporte: s.garcia(sergio ),Ingreso  Trevelin,75,XLS-INGRESO-TREVELIN-45-R75
2026-04-14,INBOUND,CONFIRMED,45,Acoustic,ACOUSTIC-32-B,1680.000,,Trevelin,,F76/G76 | Transporte: s.garcia(sergio ),Ingreso  Trevelin,76,XLS-INGRESO-TREVELIN-45-R76
2026-04-14,INBOUND,CONFIRMED,45,Sinatra,SINATRA-30-B,866.000,,Trevelin,,F77/G77 | Transporte: s.garcia(sergio ),Ingreso  Trevelin,77,XLS-INGRESO-TREVELIN-45-R77
2026-04-14,INBOUND,CONFIRMED,45,Sound,SOUND-34-B,1312.000,,Trevelin,,F78/G78 | Transporte: s.garcia(sergio ),Ingreso  Trevelin,78,XLS-INGRESO-TREVELIN-45-R78
2026-04-14,INBOUND,CONFIRMED,45,Agata,AGATA-22,3097.000,,Trevelin,,F79/G79 | Transporte: s.garcia(sergio ),Ingreso  Trevelin,79,XLS-INGRESO-TREVELIN-45-R79
2026-04-14,INBOUND,CONFIRMED,45,Rock,ROCK-33-B,892.000,,Trevelin,,F80/G80 | Transporte: s.garcia(sergio ),Ingreso  Trevelin,80,XLS-INGRESO-TREVELIN-45-R80
2026-04-14,INBOUND,CONFIRMED,45,Red Magic,RED-MAGIC-49,78.000,,Trevelin,,F81/G81 | Transporte: s.garcia(sergio ),Ingreso  Trevelin,81,XLS-INGRESO-TREVELIN-45-R81
2026-04-14,DISPATCH,CONFIRMED,1112,Asterix,ASTERIX-810,3866.000,Dospanca,,,Retiro de frío. bolsa verde-hilo verde | Transporte: cerone(raphael),Ret Frio,10,XLS-RET-FRIO-1112-R10
2026-04-14,DISPATCH,CONFIRMED,1112,Asterix,ASTERIX-820,1984.000,Dospanca,,,Retiro de frío. bolsa verde-hilo blanco | Transporte: cerone(raphael),Ret Frio,11,XLS-RET-FRIO-1112-R11
2026-04-14,DISPATCH,CONFIRMED,1112,Agata,AGATA-224,19130.000,Dospanca,,,Retiro de frío. bolsa blanca y roja hilo negro | Transporte: cerone(raphael),Ret Frio,12,XLS-RET-FRIO-1112-R12
2026-04-14,DISPATCH,CONFIRMED,1112,Agata,AGATA-225,4757.000,Dospanca,,,Retiro de frío. hilo amarillo | Transporte: cerone(raphael),Ret Frio,9,XLS-RET-FRIO-1112-R9
2026-04-15,INBOUND,CONFIRMED,39,Ludmilla,LUDMILLA-16-A,30068.000,,Trevelin,,F82/G82 | Transporte: adrian estevanez,Ingreso  Trevelin,82,XLS-INGRESO-TREVELIN-39-R82
2026-04-15,INBOUND,CONFIRMED,39,Lady Jane,LADY-JANE-39,703.000,,Trevelin,,F83/G83 | Transporte: adrian estevanez,Ingreso  Trevelin,83,XLS-INGRESO-TREVELIN-39-R83
2026-04-15,INBOUND,CONFIRMED,39,Lady Avlone,LADY-AVLONE-38,703.000,,Trevelin,,F84/G84 | Transporte: adrian estevanez,Ingreso  Trevelin,84,XLS-INGRESO-TREVELIN-39-R84
2026-04-15,INBOUND,CONFIRMED,39,Lady Anna,LADY-ANNA-37,757.000,,Trevelin,,F85/G85 | Transporte: adrian estevanez,Ingreso  Trevelin,85,XLS-INGRESO-TREVELIN-39-R85
2026-04-15,INBOUND,CONFIRMED,39,Lady Alicia,LADY-ALICIA-36,649.000,,Trevelin,,F86/G86 | Transporte: adrian estevanez,Ingreso  Trevelin,86,XLS-INGRESO-TREVELIN-39-R86
2026-04-15,INBOUND,CONFIRMED,39,Lady Ada,LADY-ADA-35,595.000,,Trevelin,,F87/G87 | Transporte: adrian estevanez,Ingreso  Trevelin,87,XLS-INGRESO-TREVELIN-39-R87
2026-04-15,INBOUND,CONFIRMED,39,Rivola,RIVOLA-55,757.000,,Trevelin,,F88/G88 | Transporte: adrian estevanez,Ingreso  Trevelin,88,XLS-INGRESO-TREVELIN-39-R88
2026-04-15,INBOUND,CONFIRMED,39,7 Four 7,7-FOUR-7-17,2000.000,,Trevelin,,F89/G89 | Transporte: adrian estevanez,Ingreso  Trevelin,89,XLS-INGRESO-TREVELIN-39-R89
2026-04-15,DISPATCH,CONFIRMED,1113,Agata,AGATA-225,4725.000,Dospanca,,,Retiro de frío. bolsas varias -hilo amarillo | Transporte: estevanez a.,Ret Frio,13,XLS-RET-FRIO-1113-R13
2026-04-16,DISPATCH,CONFIRMED,1020,Daifla,DAIFLA-351,27480.000,Santa Ana,,Parmentier,"cargo en santa ana ,en bolsones. | DTV: 13581534-9 | Calibre: recibo",Entregas a clientes 2026,7,XLS-ENTREGAS-A-CLIENTES-2026-1020-R7
2026-04-16,DISPATCH,CONFIRMED,1021,Daifla,DAIFLA-351,26760.000,Santa Ana,,Parmentier,"cargo en santa ana ,en bolsones. | DTV: 13581466-0 | Calibre: recibo",Entregas a clientes 2026,8,XLS-ENTREGAS-A-CLIENTES-2026-1021-R8
2026-04-17,INBOUND,CONFIRMED,843,Spunta,SPUNTA-302,32060.000,,Dospanca,,bolsa roja-hilo blanco dtv 13565336-5 | Transporte: cerone(sotelo),Env a Frio,35,XLS-ENV-A-FRIO-843-R35
2026-04-17,INBOUND,CONFIRMED,844,Spunta,SPUNTA-302,31920.000,,Dospanca,,bolsa roja-hilo blanco dtv 13568357-4 | Transporte: cerone(raphael),Env a Frio,36,XLS-ENV-A-FRIO-844-R36
2026-04-20,INBOUND,CONFIRMED,698,Spunta,SPUNTA-301,40960.000,,Santa Ana,,Transporte: camillo/mario,Ingreso Tolvas Santa Ana,17,XLS-INGRESO-TOLVAS-SANTA-ANA-698-R17
2026-04-21,DISPATCH,CONFIRMED,850,Asterix,ASTERIX-810,15600.000,Galpón,,Parmentier,cargo en galpon mar del plata | DTV: 13587702-6 | Calibre: sin chicas,Entregas a clientes 2026,6,XLS-ENTREGAS-A-CLIENTES-2026-850-R6
2026-04-21,INBOUND,CONFIRMED,699,Spunta,SPUNTA-302,37500.000,,Santa Ana,,Transporte: arenas/jaimez,Ingreso Tolvas Santa Ana,18,XLS-INGRESO-TOLVAS-SANTA-ANA-699-R18
2026-04-21,INBOUND,CONFIRMED,700,Spunta,SPUNTA-302,39420.000,,Santa Ana,,Transporte: alvaro arenas,Ingreso Tolvas Santa Ana,19,XLS-INGRESO-TOLVAS-SANTA-ANA-700-R19
2026-04-21,INBOUND,CONFIRMED,701,Spunta,SPUNTA-301,41100.000,,Santa Ana,,Transporte: camillo/gaston,Ingreso Tolvas Santa Ana,20,XLS-INGRESO-TOLVAS-SANTA-ANA-701-R20
2026-04-23,DISPATCH,CONFIRMED,1025,Daifla,DAIFLA-351,17200.000,Santa Ana,,Parmentier,galpon mdp asterix + daifla en sta ana | DTV: 13587702-6 | Calibre: recibo,Entregas a clientes 2026,9,XLS-ENTREGAS-A-CLIENTES-2026-1025-R9
2026-04-24,DISPATCH,CONFIRMED,1026,Daifla,DAIFLA-351,27780.000,Santa Ana,,Parmentier,"cargo en santa ana ,en bolsones. | DTV: 13599459-6 | Calibre: recibo",Entregas a clientes 2026,10,XLS-ENTREGAS-A-CLIENTES-2026-1026-R10
2026-04-24,INBOUND,CONFIRMED,702,Sagitta,SAGITTA-500,42920.000,,Santa Ana,,Transporte: camillo/mario,Ingreso Tolvas Santa Ana,21,XLS-INGRESO-TOLVAS-SANTA-ANA-702-R21
2026-04-25,INBOUND,CONFIRMED,855,Spunta,SPUNTA-500,31460.000,,Dospanca,,bolsa blanca-hilo amarillo dtv 13608380-5 | Transporte: cerone(sotelo),Env a Frio,37,XLS-ENV-A-FRIO-855-R37
2026-04-25,INBOUND,CONFIRMED,856,Atlantic,ATLANTIC-500,30400.000,,Dospanca,,bolsa blanca-hilo amarillo dtv 13611549-9 | Transporte: cerone(raphael),Env a Frio,38,XLS-ENV-A-FRIO-856-R38
2026-04-27,INBOUND,CONFIRMED,857,Atlantic,ATLANTIC-500,30720.000,,Dospanca,,bolsa blanca y roja -h.amarillo 13615788-4 | Transporte: fran cambronera,Env a Frio,39,XLS-ENV-A-FRIO-857-R39
2026-04-27,INBOUND,CONFIRMED,858,Atlantic,ATLANTIC-500,31180.000,,Dospanca,,bolsa roja-h.amarillo dtv 13615936-4 | Transporte: cerone(sotelo),Env a Frio,40,XLS-ENV-A-FRIO-858-R40
2026-04-27,INBOUND,CONFIRMED,859,Atlantic,ATLANTIC-500,9439.000,,Dospanca,,bolsa roja-hilo amarillo | Transporte: cerone(raphael),Env a Frio,41,XLS-ENV-A-FRIO-859-R41
2026-04-27,INBOUND,CONFIRMED,859,Asterix,ASTERIX-811,2917.000,,Dospanca,,bolsa verde-hilo amarillo | Transporte: cerone(raphael),Env a Frio,42,XLS-ENV-A-FRIO-859-R42
2026-04-27,INBOUND,CONFIRMED,859,Spunta,SPUNTA-310,5444.000,,Dospanca,,bolsa marron-hilo blanco | Transporte: cerone(raphael),Env a Frio,43,XLS-ENV-A-FRIO-859-R43
2026-04-27,INBOUND,CONFIRMED,859,Agata,AGATA-230,4278.000,,Dospanca,,bolsa blanca-hilo verde | Transporte: cerone(raphael),Env a Frio,44,XLS-ENV-A-FRIO-859-R44
2026-05-01,INBOUND,CONFIRMED,860,Daifla,DAIFLA-352,30920.000,,Dospanca,,bolsa negra-hilo verde dtv 13641313-9 | Transporte: fran cambronera,Env a Frio,45,XLS-ENV-A-FRIO-860-R45
2026-05-02,INBOUND,CONFIRMED,861,Daifla,DAIFLA-352,32060.000,,Dospanca,,bolsa negra y blanca-h.verde 13643183-8 | Transporte: cerone(sotelo),Env a Frio,46,XLS-ENV-A-FRIO-861-R46
2026-05-02,INBOUND,CONFIRMED,710,Daifla,DAIFLA-352,39420.000,,Santa Ana,,Transporte: arenas/de grandis,Ingreso Tolvas Santa Ana,22,XLS-INGRESO-TOLVAS-SANTA-ANA-710-R22
2026-05-02,INBOUND,CONFIRMED,711,Daifla,DAIFLA-352,42620.000,,Santa Ana,,Transporte: camillo/mario,Ingreso Tolvas Santa Ana,23,XLS-INGRESO-TOLVAS-SANTA-ANA-711-R23
2026-05-04,INBOUND,CONFIRMED,712,Daifla,DAIFLA-352,43000.000,,Santa Ana,,TODO BOLSON !!! | Transporte: camillo/gaston,Ingreso Tolvas Santa Ana,24,XLS-INGRESO-TOLVAS-SANTA-ANA-712-R24
2026-05-04,INBOUND,CONFIRMED,713,Daifla,DAIFLA-352,37040.000,,Santa Ana,,39 BOLSON + GRIMME | Transporte: arenas/jaimez,Ingreso Tolvas Santa Ana,25,XLS-INGRESO-TOLVAS-SANTA-ANA-713-R25
2026-05-04,INBOUND,CONFIRMED,714,Daifla,DAIFLA-352,43400.000,,Santa Ana,,GRIMME | Transporte: camillo/mario,Ingreso Tolvas Santa Ana,26,XLS-INGRESO-TOLVAS-SANTA-ANA-714-R26
2026-05-05,INBOUND,CONFIRMED,715,Ludmilla,LUDMILLA-602,36740.000,,Santa Ana,,TODO BOLSON !!! | Transporte: arenas/de grandis,Ingreso Tolvas Santa Ana,27,XLS-INGRESO-TOLVAS-SANTA-ANA-715-R27
2026-05-05,INBOUND,CONFIRMED,716,Ludmilla,LUDMILLA-602,41200.000,,Santa Ana,,TODO BOLSON !!! | Transporte: camillo/gaston,Ingreso Tolvas Santa Ana,28,XLS-INGRESO-TOLVAS-SANTA-ANA-716-R28
2026-05-05,INBOUND,CONFIRMED,717,Ludmilla,LUDMILLA-602,38660.000,,Santa Ana,,2 T.GRIMME+BOLSON | Transporte: arenas/jaimez,Ingreso Tolvas Santa Ana,29,XLS-INGRESO-TOLVAS-SANTA-ANA-717-R29
2026-05-06,INBOUND,CONFIRMED,718,Sagitta,SAGITTA-500,43000.000,,Santa Ana,,GRIMME | Transporte: camillo/mario,Ingreso Tolvas Santa Ana,30,XLS-INGRESO-TOLVAS-SANTA-ANA-718-R30
2026-05-06,INBOUND,CONFIRMED,719,Sababa,SABABA-530,34500.000,,Santa Ana,,GRIMME | Transporte: arenas/de grandis,Ingreso Tolvas Santa Ana,31,XLS-INGRESO-TOLVAS-SANTA-ANA-719-R31
2026-05-07,DISPATCH,CONFIRMED,871,Ludmilla,LUDMILLA-602,32500.000,Planta,,Frigopap,"en planta,b.roja -hilo blanco | DTV: 13677656-8 | Categoría: (lamb weston) | Calibre: recibo",Entregas a clientes 2026,11,XLS-ENTREGAS-A-CLIENTES-2026-871-R11
2026-05-07,INBOUND,CONFIRMED,720,Sababa,SABABA-530,46820.000,,Santa Ana,,GRIMME | Transporte: camillo/gaston,Ingreso Tolvas Santa Ana,32,XLS-INGRESO-TOLVAS-SANTA-ANA-720-R32
2026-05-08,DISPATCH,CONFIRMED,872,Ludmilla,LUDMILLA-602,31900.000,Planta,,Frigopap,"en planta,b.roja -hilo blanco | DTV: 13681619-5 | Categoría: (lamb weston) | Calibre: recibo",Entregas a clientes 2026,12,XLS-ENTREGAS-A-CLIENTES-2026-872-R12
2026-05-11,DISPATCH,CONFIRMED,873,Ludmilla,LUDMILLA-602,32300.000,Planta,,Frigopap,"en planta,b.roja -hilo blanco | DTV: 13694801-6 | Categoría: (lamb weston) | Calibre: recibo",Entregas a clientes 2026,13,XLS-ENTREGAS-A-CLIENTES-2026-873-R13
2026-05-14,DISPATCH,CONFIRMED,721,Spunta,SPUNTA-310,34260.000,Santa Ana,,La Union Del Sur,cargo en sta ana bolson-granel | DTV: 13713031-9 | Categoría: 56 BOLSONES | Calibre: granel,Entregas a clientes 2026,14,XLS-ENTREGAS-A-CLIENTES-2026-721-R14
2026-05-14,DISPATCH,CONFIRMED,722,Spunta,SPUNTA-310,33780.000,Santa Ana,,La Union Del Sur,cargo en sta ana bolson-granel | DTV: 13713177-3 | Categoría: 60 BOLSONES | Calibre: granel,Entregas a clientes 2026,15,XLS-ENTREGAS-A-CLIENTES-2026-722-R15
2026-05-15,DISPATCH,CONFIRMED,723,Spunta,SPUNTA-310,31740.000,Santa Ana,,La Union Del Sur,cargo en sta ana bolson-granel | DTV: 13719739-1 | Categoría: 50 BOLSONES | Calibre: granel,Entregas a clientes 2026,16,XLS-ENTREGAS-A-CLIENTES-2026-723-R16
2026-05-18,INBOUND,CONFIRMED,725,Daifla,DAIFLA-352,27340.000,,Santa Ana,,pila-bolson-tolva | Transporte: camillo/mario,Ingreso Tolvas Santa Ana,33,XLS-INGRESO-TOLVAS-SANTA-ANA-725-R33
2026-05-18,INBOUND,CONFIRMED,726,Daifla,DAIFLA-352,11400.000,,Santa Ana,,pila-bolson-tolva | Transporte: camillo/gaston,Ingreso Tolvas Santa Ana,34,XLS-INGRESO-TOLVAS-SANTA-ANA-726-R34
2026-05-18,INBOUND,CONFIRMED,726,Spunta,SPUNTA-320,24600.000,,Santa Ana,,pila-bolson-tolva-paraguay | Transporte: camillo/gaston,Ingreso Tolvas Santa Ana,35,XLS-INGRESO-TOLVAS-SANTA-ANA-726-R35
2026-05-18,INBOUND,CONFIRMED,727,Daifla,DAIFLA-352,21620.000,,Santa Ana,,pila-bolson-tolva | Transporte: arenas/jaimez,Ingreso Tolvas Santa Ana,36,XLS-INGRESO-TOLVAS-SANTA-ANA-727-R36
2026-05-18,INBOUND,CONFIRMED,727,Spunta,SPUNTA-320,9840.000,,Santa Ana,,pila-bolson-tolva-paraguay | Transporte: arenas/jaimez,Ingreso Tolvas Santa Ana,37,XLS-INGRESO-TOLVAS-SANTA-ANA-727-R37
2026-05-20,INBOUND,CONFIRMED,729,Spunta,SPUNTA-301,40840.000,,Santa Ana,,pila-bolson-tolva-paraguay | Transporte: camillo/gaston,Ingreso Tolvas Santa Ana,38,XLS-INGRESO-TOLVAS-SANTA-ANA-729-R38
2026-05-20,INBOUND,CONFIRMED,730,Spunta,SPUNTA-320,33180.000,,Santa Ana,,pila-bolson-tolva | Transporte: arenas/jaimez,Ingreso Tolvas Santa Ana,39,XLS-INGRESO-TOLVAS-SANTA-ANA-730-R39
2026-05-21,INBOUND,CONFIRMED,731,Spunta,SPUNTA-301,34980.000,,Santa Ana,,pila-bolson-tolva-paraguay | Transporte: arenas/de grandis,Ingreso Tolvas Santa Ana,40,XLS-INGRESO-TOLVAS-SANTA-ANA-731-R40
2026-05-21,INBOUND,CONFIRMED,732,Spunta,SPUNTA-301,11400.000,,Santa Ana,,pila-bolson-tolva-paraguay | Transporte: camillo/gaston,Ingreso Tolvas Santa Ana,41,XLS-INGRESO-TOLVAS-SANTA-ANA-732-R41
2026-05-21,INBOUND,CONFIRMED,732,Spunta,SPUNTA-301,36360.000,,Santa Ana,,sac.disco-sin estacionar | Transporte: camillo/gaston,Ingreso Tolvas Santa Ana,42,XLS-INGRESO-TOLVAS-SANTA-ANA-732-R42
2026-05-22,INBOUND,CONFIRMED,733,Spunta,SPUNTA-301,39620.000,,Santa Ana,,sac.disco-sin estacionar | Transporte: arenas/jaimez,Ingreso Tolvas Santa Ana,43,XLS-INGRESO-TOLVAS-SANTA-ANA-733-R43
2026-05-23,INBOUND,CONFIRMED,734,Spunta,SPUNTA-301,40860.000,,Belmonte,,Transporte: camillo(mario),Env a Frio,47,XLS-ENV-A-FRIO-734-R47
2026-05-23,INBOUND,CONFIRMED,735,Spunta,SPUNTA-301,36140.000,,Belmonte,,Transporte: arenas(de grandis),Env a Frio,48,XLS-ENV-A-FRIO-735-R48
2026-05-25,INBOUND,CONFIRMED,877,Spunta,SPUNTA-320,8065.000,,Dospanca,,B.AMARILLA USADA C/TARJ. 13784910-0 | Transporte: cerone((raphael),Env a Frio,49,XLS-ENV-A-FRIO-877-R49
2026-05-25,INBOUND,CONFIRMED,877,Spunta,SPUNTA-301,18934.000,,Dospanca,,B.BLANCA USADA C/ALGU.TARJ 13784910-0 | Transporte: cerone(raphael),Env a Frio,50,XLS-ENV-A-FRIO-877-R50
2026-05-25,INBOUND,CONFIRMED,736,Spunta,SPUNTA-301,38860.000,,Santa Ana,,18 bol.monton +resto pila | Transporte: camillo/gaston,Ingreso Tolvas Santa Ana,44,XLS-INGRESO-TOLVAS-SANTA-ANA-736-R44
2026-05-25,INBOUND,CONFIRMED,737,Spunta,SPUNTA-320,10500.000,,Santa Ana,,16 b pila-resto monton | Transporte: arenas/jaimez,Ingreso Tolvas Santa Ana,45,XLS-INGRESO-TOLVAS-SANTA-ANA-737-R45
2026-05-25,INBOUND,CONFIRMED,737,Spunta,SPUNTA-302,25960.000,,Santa Ana,,idem | Transporte: arenas/jaimez,Ingreso Tolvas Santa Ana,46,XLS-INGRESO-TOLVAS-SANTA-ANA-737-R46
2026-05-26,INBOUND,CONFIRMED,236,Spunta,SPUNTA-50,41200.000,,Santa Ana,,MONTON -PAMPA CHICA | Transporte: camillo/mario,Ingreso Tolvas Santa Ana,47,XLS-INGRESO-TOLVAS-SANTA-ANA-236-R47
2026-05-27,INBOUND,CONFIRMED,878,Spunta,SPUNTA-320,30480.000,,Dospanca,,b.b nueva-h.b.-alguna tarj.daifla 352 x error | Transporte: fran cambronera,Env a Frio,51,XLS-ENV-A-FRIO-878-R51
2026-05-27,INBOUND,CONFIRMED,738,Spunta,SPUNTA-320,44720.000,,Santa Ana,,peludo-bolson-galpon | Transporte: camillo/gaston,Ingreso Tolvas Santa Ana,48,XLS-INGRESO-TOLVAS-SANTA-ANA-738-R48
2026-05-28,INBOUND,CONFIRMED,739,Ludmilla,LUDMILLA-600,37520.000,,Santa Ana,,peludo-bolson-galpon | Transporte: arenas/jaimez,Ingreso Tolvas Santa Ana,49,XLS-INGRESO-TOLVAS-SANTA-ANA-739-R49
2026-05-28,INBOUND,CONFIRMED,740,Ludmilla,LUDMILLA-600,41260.000,,Santa Ana,,peludo-bolson-galpon | Transporte: camillo/mario,Ingreso Tolvas Santa Ana,50,XLS-INGRESO-TOLVAS-SANTA-ANA-740-R50
2026-05-29,INBOUND,CONFIRMED,741,Ludmilla,LUDMILLA-601,45680.000,,Santa Ana,,peludo-bolson-galpon | Transporte: camillo/gaston,Ingreso Tolvas Santa Ana,51,XLS-INGRESO-TOLVAS-SANTA-ANA-741-R51
2026-05-29,DISPATCH,CONFIRMED,1121,Agata,AGATA-221,29700.000,Dospanca,,,Retiro de frío. b.blanca-h.blanco | Transporte: fran cambronera,Ret Frio,14,XLS-RET-FRIO-1121-R14
2026-05-30,INBOUND,CONFIRMED,742,Ludmilla,LUDMILLA-600,39400.000,,Santa Ana,,peludo-bolson-galpon | Transporte: arenas/jaimez,Ingreso Tolvas Santa Ana,52,XLS-INGRESO-TOLVAS-SANTA-ANA-742-R52
2026-06-01,INBOUND,CONFIRMED,246,Spunta,SPUNTA-50,40800.000,,Belmonte,,de pampa chica a belmonte | Transporte: camillo(mario),Env a Frio,52,XLS-ENV-A-FRIO-246-R52
2026-06-01,INBOUND,CONFIRMED,743,Ludmilla,LUDMILLA-600,43420.000,,Santa Ana,,peludo-bolson-galpon | Transporte: camillo/mario,Ingreso Tolvas Santa Ana,53,XLS-INGRESO-TOLVAS-SANTA-ANA-743-R53
2026-06-01,DISPATCH,CONFIRMED,1122,Agata,AGATA-224,10158.000,Dospanca,,,"Retiro de frío. b,blanca-hilo negro | Transporte: cerone(sotelo)",Ret Frio,15,XLS-RET-FRIO-1122-R15
2026-06-01,DISPATCH,CONFIRMED,1122,Agata,AGATA-240,20118.000,Dospanca,,,Retiro de frío. b.blanca-hilo celeste | Transporte: cerone(sotelo),Ret Frio,16,XLS-RET-FRIO-1122-R16
